日期,上價,中價,下價,平均價,增減%,交易量(公斤),增減%
086/10/15,12,8,4,8.4,-11,"9,525",-31
086/10/16,12,8,4,7.8,-7,"10,835",14
086/10/17,12.7,8.6,5.5,8.8,13,"12,145",12
086/10/19,13,9,5,9.8,  -  ,"12,470",  -  
086/10/20,13,9,5,8.4,-14,"11,685",-6
086/10/21,10,7,3,7.5,-11,"10,265",-12
086/10/22,11,7,3,7.7,3,"9,715",-5
086/10/23,11,7,3,8.1,5,"8,975",-8
086/10/24,12,8,4,7.9,-2,"8,970",0
086/10/25,13,9,5,9.8,24,"9,563",7
086/10/27,13,9,5,10.2,  -  ,"9,308",  -  
086/10/28,15,12,7,11.4,12,"12,210",31
086/10/29,18,13,7,12.8,12,"4,410",-64
086/10/30,20,14,8,15.4,20,"3,480",-21
086/10/31,25,19,12,16.9,10,"7,618",119
086/11/01,35,30,20,22,30,"8,694",14
086/11/03,33,25,15,23,  -  ,"8,699",  -  
086/11/04,25,19,12,20.1,-13,"3,977",-54
086/11/05,25,20,13,20.7,3,"3,990",0
086/11/06,26,20,12,20.5,-1,"2,859",-28
086/11/07,25,18,10,23.6,15,"2,269",-21
086/11/08,45,35,20,27.9,18,"3,995",76
086/11/10,40,30,20,31.7,  -  ,"3,530",  -  
086/11/11,37,30,20,27.2,-14,"2,130",-40
086/11/12,32,24,15,24.4,-10,"2,295",8
086/11/13,32,22,12,23.8,-2,"2,220",-3
086/11/14,30,22,12,21.4,-10,"2,036",-8
086/11/15,32,22,12,20.4,-5,"2,866",41
086/11/17,25,18,10,13.1,  -  ,"2,535",  -  
086/11/18,24,16,8,14.4,10,"2,695",6
086/11/19,24,16,10,16.1,12,"2,147",-20
086/11/20,22,16,10,15.6,-3,"1,892",-12
086/11/21,24,17,10,15.8,1,"1,955",3
086/11/22,27,20,10,18.1,15,"1,618",-17
086/11/23,27.9,17.7,9.3,18.1,  -  ,"1,875",16
086/11/25,25,18,10,16.2,  -  ,"2,550",  -  
086/11/26,25,17,8,15.9,-2,"3,085",21
086/11/27,25,15,5,18.3,15,"4,083",32
086/11/28,25,15,5,18,-2,"3,985",-2
086/11/29,25,18,8,20.4,13,"4,840",21
086/11/30,26,18,10,19.8,-3,"8,879",83
086/12/01,25,17,8,17.1,-14,"3,674",-59
086/12/03,24,17,10,19.9,  -  ,"4,594",  -  
086/12/04,28,18,10,19.7,-1,"2,848",-38
086/12/05,30,20,10,20.1,2,"3,299",16
086/12/06,30,23,15,21.9,9,"4,056",23
086/12/07,30,23,15,21.5,-2,"4,769",18
086/12/08,30,22,12,23.4,9,"4,804",1
086/12/10,30,20,10,23.6,  -  ,"3,311",  -  
086/12/11,35,25,15,26.7,13,"2,923",-12
086/12/12,40,30,20,30.3,13,"2,666",-9
086/12/13,45,35,20,32.2,6,"1,875",-30
086/12/14,50,40,25,34.4,7,"2,074",11
086/12/15,50,40,25,35.8,4,"2,465",19
086/12/17,50,35,20,40.1,  -  ,"1,987",  -  
086/12/18,50,35,20,37.2,-7,728,-63
086/12/19,50,35,20,34.2,-8,"1,179",62
086/12/20,50,35,20,35.9,5,"2,138",81
086/12/21,50,35,20,34.7,-3,"2,431",14
086/12/22,50,35,15,29.5,-15,"2,305",-5
086/12/23,50,35,15,33.1,12,"2,329",1
086/12/25,50,35,15,27.7,  -  ,"1,623",  -  
086/12/26,50,35,15,31.5,14,"2,635",62
086/12/27,40,25,10,31.3,-1,"2,806",6
086/12/28,40,25,10,33.9,8,"2,392",-15
086/12/29,45,30,15,31.7,-6,"1,203",-50
086/12/30,45,35,20,33.3,5,"1,394",16
086/12/31,45,30,15,33.7,1,"1,230",-12
087/01/02,50,35,20,37.4,  -  ,"1,077",  -  
087/01/03,50,35,20,38.9,4,"2,366",120
087/01/04,45,35,20,38,-2,"1,041",-56
087/01/05,45,35,20,36.2,-5,801,-23
087/01/06,45,35,20,35.6,-2,"1,883",135
087/01/07,50,35,20,37.9,6,"1,158",-39
087/01/09,60,40,20,35,  -  ,"2,001",  -  
087/01/10,50,35,20,36.8,5,"2,130",6
087/01/11,55,40,25,36.5,-1,971,-54
087/01/12,55,40,20,28.1,-23,"1,319",36
087/01/13,45,30,15,38.9,38,"2,166",64
087/01/14,45,30,15,43.7,12,"1,625",-25
087/01/16,45,33,20,37.4,  -  ,"2,306",  -  
087/01/17,40,28,15,36.6,-2,"3,455",50
087/01/18,40,30,20,32.8,-10,"2,106",-39
087/01/19,40,30,20,33.7,3,"1,843",-12
087/01/20,45,35,25,33.8,0,"1,691",-8
087/01/21,60,45,30,33.9,0,"1,513",-11
087/01/22,60,45,30,37.3,10,"1,408",-7
087/01/23,65,50,30,44.8,20,"1,308",-7
087/01/24,60,45,30,49,9,613,-53
087/01/25,70,50,30,51,4,"1,096",79
087/01/26,75,60,40,49.4,-3,"1,176",7
087/01/27,75,55,35,52.2,  -  ,"1,074",  -  
087/02/02,75,50,25,50.7,  -  ,561,  -  
087/02/03,65,45,25,46.7,-8,527,-6
087/02/04,70,50,30,51,9,"1,438",173
087/02/05,70,50,30,41.1,-19,"1,237",-14
087/02/07,80,60,40,44.5,  -  ,"1,838",  -  
087/02/08,70,50,30,67.5,52,240,-87
087/02/09,70,55,40,54.5,-19,586,144
087/02/10,80,65,50,56.1,3,"1,273",117
087/02/11,70,55,40,66.1,18,422,-67
087/02/14,65,45,25,35,  -  ,"1,175",  -  
087/02/15,55,40,25,49.5,41,"2,051",75
087/02/16,55,35,15,53.1,7,851,-59
087/02/17,50,35,15,34.4,-35,723,-15
087/02/18,50,35,15,39.2,14,"1,684",133
087/02/19,50,35,20,40,2,"1,272",-24
087/02/20,50,35,20,37.3,-7,653,-49
087/02/22,55,40,20,32,  -  ,"1,330",  -  
087/02/23,50,35,20,34.6,8,"3,423",157
087/02/24,60,45,30,42.8,24,"2,925",-15
087/02/25,70,50,30,39.1,-9,"2,642",-10
087/02/26,60,45,25,44.6,14,"2,226",-16
087/02/27,70,50,30,51.4,15,"1,915",-14
087/02/28,70,50,30,56.1,9,"1,860",-3
087/03/02,80,60,40,65.7,  -  ,431,  -  
087/03/03,85,65,45,59.6,-9,"1,264",193
087/03/04,75,60,40,60.5,2,"1,122",-11
087/03/05,75,60,45,67.3,11,"1,010",-10
087/03/06,90,65,40,66.8,-1,"1,265",25
087/03/07,90,70,45,63.1,-6,"1,735",37
087/03/09,75,60,40,66.4,  -  ,"1,303",  -  
087/03/10,70,50,30,62.5,-6,"1,623",25
087/03/11,75,55,35,58.4,-7,794,-51
087/03/12,65,50,35,60.8,4,"2,192",176
087/03/13,65,50,35,55.6,-9,"1,909",-13
087/03/14,75,60,40,60.1,8,"2,439",28
087/03/16,80,60,35,55.3,  -  ,"2,866",  -  
087/03/17,70,50,30,58.2,5,"2,435",-15
087/03/18,70,60,45,61.5,6,"2,138",-12
087/03/19,70,50,30,62,1,"2,705",27
087/03/20,65,50,30,57.6,-7,"3,027",12
087/03/21,65,45,25,56.7,-2,"2,506",-17
087/03/22,70,50,30,54.7,-4,"3,472",39
087/03/24,70,50,30,52.3,  -  ,908,  -  
087/03/25,70,50,30,55.8,7,460,-49
087/03/26,70,50,30,50.9,-9,773,68
087/03/27,65,50,30,42.3,-17,395,-49
087/03/28,60,45,25,38,-10,895,127
087/03/29,45,32,18,31.8,-16,"2,250",151
087/03/31,35,25,15,26.8,  -  ,"5,938",  -  
087/04/01,28,20,12,20,-25,"7,598",28
087/04/02,28,18,8,15.5,-23,375,-95
087/04/03,18,12,6,13.9,-10,"8,404", +***
087/04/04,20,14,8,15.1,9,"9,195",9
087/04/07,20,14,6,13.9,  -  ,"11,525",  -  
087/04/08,20,13,5,11.6,-17,"11,295",-2
087/04/09,17.1,10.6,4.6,10.7,-8,"10,302",-9
087/04/10,15,10,5,9.4,-12,"10,459",2
087/04/11,15,10,5,11.2,19,"10,008",-4
087/04/12,16,11,6,11.3,1,"13,630",36
087/04/14,15,10,5,11.2,  -  ,"11,350",  -  
087/04/15,15,10,5,10.5,-6,"12,535",10
087/04/16,16,11,5,9.2,-12,"14,285",14
087/04/17,14,9,4,9,-2,"12,730",-11
087/04/18,15,10,4,11.4,27,"17,807",40
087/04/19,15,10,5,11.7,3,"18,160",2
087/04/20,17,12,6,11.9,2,"17,810",-2
087/04/22,16,11,6,12.1,  -  ,"10,550",  -  
087/04/23,17,12,6,13,7,"14,043",33
087/04/24,18,12,6,13.5,4,"7,325",-48
087/04/25,20,15,8,14.2,5,"4,738",-35
087/04/26,22,16,10,16.5,16,"7,280",54
087/04/27,28,20,12,21.2,28,"8,408",15
087/04/29,22,16,10,19,  -  ,"9,650",  -  
087/04/30,24,18,12,18.5,-3,"8,738",-9
087/05/01,30,23,15,22.2,20,"12,381",42
087/05/02,32,22,12,22,-1,"11,183",-10
087/05/03,35,25,15,25.1,14,"11,391",2
087/05/04,40,30,18,28.3,13,"14,379",26
087/05/06,39.1,32.2,21.3,31.4,  -  ,"9,617",  -  
087/05/07,32,26,20,27.7,-12,"18,090",88
087/05/08,30,22,12,22.3,-19,"10,553",-42
087/05/09,27,20,12,25.7,15,"17,560",66
087/05/10,26,18,10,20.4,-21,"12,960",-26
087/05/11,22,17,12,16.7,-18,"15,126",17
087/05/13,20,15,10,14.8,  -  ,"14,915",  -  
087/05/14,17,12,6,11.1,-25,"14,557",-2
087/05/15,22,12.1,5.6,12.8,15,"16,120",11
087/05/16,20,10.4,6.3,11.5,-10,"20,322",26
087/05/17,12,8,3,8.3,-28,"15,757",-22
087/05/18,12,8,4,9.7,17,"21,013",33
087/05/19,13,9,5,8.4,-13,"16,038",-24
087/05/21,12,8,3,7.6,  -  ,"17,477",  -  
087/05/22,12,8,3,8.3,9,"14,931",-15
087/05/23,13,9,4,10,20,"19,900",33
087/05/24,15,11,7,11.1,11,"11,192",-44
087/05/25,15,11,6,11.4,3,"11,644",4
087/05/26,16,11,6,13.5,18,"9,552",-18
087/05/27,18,12,6,13.1,-3,"10,951",15
087/05/28,16,11,6,12.5,-5,"19,313",76
087/05/29,13,9,4,11.3,-10,"22,209",15
087/05/30,14,9,4,12.3,9,"22,619",2
087/06/02,14,9,3,10.5,  -  ,"25,340",  -  
087/06/03,14,9,4,8.8,-16,"22,751",-10
087/06/04,16,12,7,10.8,23,"18,676",-18
087/06/05,16,11,6,11.2,4,"18,373",-2
087/06/06,25,17,8,14.1,26,"17,219",-6
087/06/07,35,24,12,19.4,38,"15,566",-10
087/06/08,40,28,15,28.9,49,"8,417",-46
087/06/09,45,34,20,29.2,1,"12,980",54
087/06/10,52,40,22,35,20,"13,563",4
087/06/12,60,40,20,36.2,  -  ,"16,472",  -  
087/06/13,70,50,20,49.2,36,"5,896",-64
087/06/14,70,50,25,49.7,1,"8,937",52
087/06/15,70,50,25,51.7,4,"8,778",-2
087/06/16,70,55,30,60.3,17,"4,677",-47
087/06/17,70,60,45,56.3,-7,"6,478",39
087/06/18,65,45,25,46.4,-18,"10,516",62
087/06/20,45,30,15,34.1,  -  ,"16,127",  -  
087/06/21,40,30,15,25.2,-26,"12,806",-21
087/06/22,37,25,12,26.6,6,"8,589",-33
087/06/23,40,28,15,28.4,7,"7,453",-13
087/06/24,40,30,18,26.6,-6,"14,127",90
087/06/25,35,25,13,25.6,-4,"15,375",9
087/06/27,32,22,10,25.8,  -  ,"20,291",  -  
087/06/28,30,20,10,21.1,-18,"13,164",-35
087/06/29,23,15,8,15.7,-26,"16,277",24
087/06/30,17,12,7,11.5,-27,"17,383",7
087/07/01,13,9,4,9.3,-19,"18,895",9
087/07/02,13,9,5,11.8,27,"25,736",36
087/07/04,10,7,4,7.2,  -  ,"21,336",  -  
087/07/05,13,9,5,10.1,40,"24,323",14
087/07/06,15,10,5,10.4,3,"16,128",-34
087/07/07,12,8,4,7.8,-25,"19,910",23
087/07/08,12,8,4,7.7,-1,"19,028",-4
087/07/09,12,8,3,8,4,"31,141",64
087/07/11,15,10,4,10,  -  ,"25,146",  -  
087/07/12,16,11,5,10.8,8,"17,760",-29
087/07/13,18,12,5,11.3,5,"15,719",-11
087/07/14,20,14,7,12.7,12,"12,171",-23
087/07/15,20,14,8,13.1,3,"11,979",-2
087/07/16,20,14,7,14.3,9,"13,558",13
087/07/17,25,18,8,16.9,18,"13,530",0
087/07/19,20,15,8,15.2,  -  ,"23,114",  -  
087/07/20,18,12,5,14,-8,"24,805",7
087/07/21,16,11,5,13.2,-6,"22,691",-9
087/07/22,16,11,6,12.5,-5,"19,968",-12
087/07/23,16,11,6,11.6,-7,"16,304",-18
087/07/24,20,14,8,13.7,18,"20,321",25
087/07/26,15,10,5,11.2,  -  ,"27,001",  -  
087/07/27,13,9,4,8.3,-26,"17,334",-36
087/07/28,12,8,4,7,-16,"13,819",-20
087/07/29,11,7,3,7.4,6,"13,309",-4
087/07/30,10,7,3,7,-5,"14,909",12
087/07/31,13,9,4,8.8,26,"16,073",8
087/08/02,13,9,5,9.1,  -  ,"27,842",  -  
087/08/03,13,9,5,8.5,-7,"25,206",-9
087/08/04,15,11,6,10.5,24,"22,017",-13
087/08/05,25,18,10,15.7,50,"19,733",-10
087/08/06,28,20,10,14.3,-9,"16,430",-17
087/08/07,22,14,6,14.9,4,"23,300",42
087/08/09,18,13,5,12.7,  -  ,"27,224",  -  
087/08/10,20,13,6,12.1,-5,"14,696",-46
087/08/11,18,12,6,14.2,17,"22,391",52
087/08/12,20,13,6,13.5,-5,"21,118",-6
087/08/13,20,14,7,14.6,8,"18,111",-14
087/08/14,25,18,10,16.5,13,"18,099",0
087/08/15,26,18,12,17.8,8,"21,739",20
087/08/17,20,13,6,13.9,  -  ,"15,867",  -  
087/08/18,18,12,6,12.3,-12,"13,945",-12
087/08/19,22,14,6,15.3,24,"16,929",21
087/08/20,20,13,6,15.5,1,"16,576",-2
087/08/21,20,14,7,13.4,-14,"13,242",-20
087/08/22,20,13,6,12.5,-7,"19,866",50
087/08/23,18,12,6,12.8,2,"19,003",-4
087/08/25,16,11,5,11.5,  -  ,"13,215",  -  
087/08/26,18,12,5,11.9,3,"11,940",-10
087/08/27,20,13,5,12.6,6,"10,300",-14
087/08/28,16.2,11,6.6,11.2,-11,"11,272",9
087/08/29,16,11,5,11.5,3,"11,190",-1
087/08/30,18,13,7,11.1,-3,"23,502",110
087/09/01,12,8,4,8,  -  ,"18,765",  -  
087/09/02,13,9,5,7.7,-4,"15,836",-16
087/09/03,12,8,4,9.3,21,"13,295",-16
087/09/04,18,13,8,13.2,42,"12,903",-3
087/09/05,25,18,11,15.6,18,"21,372",66
087/09/08,18,12,6,12,  -  ,"16,664",  -  
087/09/09,14,10,5,10.1,-16,"25,673",54
087/09/10,13,9,5,8,-21,"16,078",-37
087/09/11,13,9,5,9,13,"13,805",-14
087/09/12,16,11,5,10.3,14,"12,930",-6
087/09/13,18,13,7,12.5,21,"13,248",2
087/09/14,18,13,7,13.9,11,"15,851",20
087/09/16,22,15,8,16.2,  -  ,"11,225",  -  
087/09/17,23,16,8,16.6,2,"11,097",-1
087/09/18,25,18,10,19.1,15,"10,840",-2
087/09/19,28,22,15,22.3,17,"11,196",3
087/09/20,28,22,15,23.7,6,"11,092",-1
087/09/21,27,22,15,21.9,-8,"10,690",-4
087/09/22,27,22,15,22.5,3,"17,864",67
087/09/24,25,20,15,21.2,  -  ,"21,290",  -  
087/09/25,24,19,13,18.9,-11,"18,851",-11
087/09/26,22,15,8,17.8,-6,"16,367",-13
087/09/27,18,12,6,14.9,-16,"17,893",9
087/09/28,17,11,5,13.2,-11,"18,144",1
087/09/29,18,13,8,13.9,5,"18,776",3
087/10/01,16,11,6,10.9,  -  ,"22,217",  -  
087/10/02,17,12,7,12.2,12,"16,787",-24
087/10/03,19,13,7,14.4,18,"13,872",-17
087/10/04,20,14,8,14.6,1,"13,982",1
087/10/05,24,19,13,16.7,14,"16,202",16
087/10/08,24,17,10,16.1,  -  ,"20,109",  -  
087/10/09,22,14,6,14.8,-8,"21,333",6
087/10/10,18,12,6,14.1,-5,"20,432",-4
087/10/11,16,11,6,14.6,4,"18,977",-7
087/10/12,15,10,5,13.2,-10,"20,215",7
087/10/13,14,9,4,10.7,-19,"20,776",3
087/10/14,22,15,7,11.5,7,"12,960",-38
087/10/16,18,12,6,12.6,  -  ,"27,696",  -  
087/10/17,60,45,25,44.2,251,"1,350",-95
087/10/18,35,23,10,21.9,-50,"8,278",513
087/10/19,35,22,8,20.4,-7,"9,767",18
087/10/20,33,20,7,24.7,21,"7,595",-22
087/10/21,45,32,12,31.4,27,"7,251",-5
087/10/23,50,35,15,39.5,  -  ,"6,700",  -  
087/10/24,60,40,15,34.7,-12,"13,353",99
087/10/25,57,40,15,39.6,14,"6,908",-48
087/10/26,50,34,15,35.6,-10,"7,810",13
087/10/27,45,30,12,29,-19,"9,025",16
087/10/28,50,35,18,40.2,39,"7,469",-17
087/10/30,55,40,20,34.9,  -  ,"9,364",  -  
087/10/31,50,35,18,34.8,0,"8,105",-13
087/11/01,55,40,20,41.5,19,"7,989",-1
087/11/02,65,45,20,49.2,19,"5,256",-34
087/11/03,65,50,25,52.4,7,"5,966",14
087/11/04,75,55,30,53,1,"7,590",27
087/11/06,65,48,30,54.5,  -  ,"4,955",  -  
087/11/07,70,55,35,54.2,-1,"2,711",-45
087/11/08,65,50,30,52.2,-4,"11,100",309
087/11/09,65,50,35,54.2,4,"5,273",-52
087/11/10,65,50,35,52.5,-3,"4,459",-15
087/11/11,65,53,40,50.8,-3,"4,725",6
087/11/12,60,50,35,48.1,-5,"6,284",33
087/11/14,60,48,30,48.5,  -  ,"5,425",  -  
087/11/15,60,48,35,44.4,-8,"5,760",6
087/11/16,45,33,20,33.6,-24,"6,070",5
087/11/17,40,28,15,27.2,-19,"7,019",16
087/11/18,32,24,15,23.2,-15,"6,696",-5
087/11/19,28,20,10,21,-9,"2,917",-56
087/11/20,30,22,12,21.6,3,"6,345",118
087/11/22,28,20,12,22.1,  -  ,"7,099",  -  
087/11/23,33,24,15,25.9,17,"4,548",-36
087/11/24,37,27,17,30.2,17,"2,659",-42
087/11/25,40,30,20,29.6,-2,"3,233",22
087/11/26,35,28,20,22.8,-23,"3,769",17
087/11/27,30,20,10,19.5,-14,"5,018",33
087/11/29,25,17,8,16.6,  -  ,"5,363",  -  
087/11/30,25,18,8,22.3,34,"8,961",67
087/12/01,22,16,10,21.4,-4,"9,791",9
087/12/02,20,15,10,19.2,-10,"9,933",1
087/12/03,20,14,8,13.4,-30,"5,405",-46
087/12/04,20,15,10,15.5,16,"5,689",5
087/12/06,22,16,10,17.6,  -  ,"8,777",  -  
087/12/07,25,18,10,18.4,5,"2,886",-67
087/12/08,27,20,13,19.2,4,"3,452",20
087/12/09,28,20,12,21.9,14,"2,757",-20
087/12/10,30,22,12,19.4,-11,"2,945",7
087/12/11,30,20,10,22,13,"2,389",-19
087/12/12,32,24,15,26,18,"1,781",-25
087/12/14,25,20,15,21.7,  -  ,"1,998",  -  
087/12/15,35,25,15,23.3,7,"1,977",-1
087/12/16,32.2,24.8,16.9,24.7,6,"4,481",127
087/12/17,30,22,12,23.3,-6,"4,562",2
087/12/18,28,20,10,25.9,11,"4,281",-6
087/12/19,28,20,10,21,-19,"1,653",-61
087/12/20,30,20,10,19.9,-5,"2,585",56
087/12/22,25,18,10,19.7,  -  ,"1,931",  -  
087/12/23,28,18,8,20.6,5,"1,985",3
087/12/24,30,20,10,18.7,-9,"2,614",32
087/12/25,30,20,10,23.7,27,"2,341",-10
087/12/26,40,26,12,23.5,-1,"4,481",91
087/12/27,40,25,10,25.3,8,"1,939",-57
087/12/29,35,25,15,26.9,  -  ,"1,567",  -  
087/12/30,45,30,15,33.7,25,"1,050",-33
087/12/31,50,35,20,33.9,1,"1,032",-2
088/01/01,55,35,15,33,-3,886,-14
088/01/02,45,30,12,30.5,-8,810,-9
088/01/03,55,35,15,42.7,40,830,2
088/01/05,50,35,18,38.8,  -  ,856,  -  
088/01/06,50,35,20,40.6,5,713,-17
088/01/07,50,35,20,34.4,-15,857,20
088/01/08,45,35,20,29,-16,747,-13
088/01/09,50,35,20,40.3,39,450,-40
088/01/10,50,40,30,35.8,-11,770,71
088/01/11,45,35,25,35.3,-1,795,3
088/01/13,45,35,25,36.9,  -  ,540,  -  
088/01/14,45,35,25,39.8,8,"2,394",343
088/01/15,45,35,20,35,-12,632,-74
088/01/16,45,35,20,30.7,-12,913,44
088/01/17,45,35,20,26.6,-13,976,7
088/01/18,45,30,15,29,9,"1,055",8
088/01/20,45,30,15,30.8,  -  ,"1,040",  -  
088/01/21,40,28,15,24.4,-21,"1,610",55
088/01/22,40,25,10,22.2,-9,"1,316",-18
088/01/23,40,25,10,26.4,19,"1,260",-4
088/01/24,40,25,10,24.5,-7,"1,435",14
088/01/25,45,30,15,23.8,-3,"1,237",-14
088/01/27,40,25,10,26,  -  ,"1,170",  -  
088/01/28,40,25,10,23.1,-11,"1,550",32
088/01/29,40,25,10,22,-5,"1,346",-13
088/01/30,40,25,10,24.4,11,"1,100",-18
088/01/31,40,25,10,19,-22,"1,228",12
088/02/01,40,24,8,19.8,4,950,-23
088/02/03,40,25,10,25.8,  -  ,840,  -  
088/02/04,40,25,10,23.7,-8,930,11
088/02/05,40,25,10,27.7,17,560,-40
088/02/06,40,25,10,26.4,-5,910,63
088/02/07,40,27,15,25,-5,600,-34
088/02/08,40,25,10,17.7,-29,"1,145",91
088/02/09,60,49,17.7,44.9,154,480,-58
088/02/10,50,30,10,46.9,4,588,23
088/02/11,50,35,15,39.6,-16,595,1
088/02/12,55,40,20,35,-12,900,51
088/02/13,50,35,20,32.2,-8,"1,152",28
088/02/14,45,35,20,24.1,-25,"1,760",53
088/02/15,40,30,20,33,37,390,-78
088/02/21,35,25,15,29.5,  -  ,"1,985",  -  
088/02/22,35,23,10,24.9,-16,"2,744",38
088/02/23,30,20,10,26.4,6,"3,211",17
088/02/24,30,20,10,24.2,-8,"2,695",-16
088/02/26,30,20,10,24.6,  -  ,"3,467",  -  
088/02/27,30,20,10,25.7,4,"4,052",17
088/02/28,35,25,15,24.2,-6,"3,076",-24
088/03/01,35,25,15,21.4,-12,"1,955",-36
088/03/02,35,25,12,26.2,22,"5,006",156
088/03/05,30,20,10,20.8,  -  ,"2,597",  -  
088/03/06,30,20,10,23.3,12,"2,490",-4
088/03/07,32,22,12,22.4,-4,"3,042",22
088/03/08,33,23,13,25,12,"2,460",-19
088/03/09,32,24,15,17.4,-30,"4,083",66
088/03/10,28,18,8,24.3,40,"2,025",-50
088/03/11,32,22,12,22.4,-8,"2,509",24
088/03/13,32,24,12,23.6,  -  ,"2,572",  -  
088/03/14,30,22,12,21.8,-8,"2,295",-11
088/03/15,30,23,15,20,-8,"2,135",-7
088/03/16,30,20,10,24,20,"2,087",-2
088/03/17,32,24,15,25.6,7,"1,645",-21
088/03/18,40,28,15,27.8,9,"1,920",17
088/03/19,40,28,15,26.5,-5,"2,250",17
088/03/21,42,27,12,24.5,  -  ,"4,060",  -  
088/03/22,40,27,15,27.8,13,"2,740",-33
088/03/23,40,30,15,32,15,"2,295",-16
088/03/24,40,30,15,31.5,-2,"1,741",-24
088/03/25,45,30,12,29.1,-8,"2,296",32
088/03/26,45,30,15,32.2,11,"2,746",20
088/03/28,40,30,15,29.2,  -  ,"5,000",  -  
088/03/29,38,28,18,26.6,-9,"4,648",-7
088/03/30,37,27,17,27.4,3,"3,606",-22
088/03/31,37,27,17,26.2,-4,"3,819",6
088/04/01,37,26,15,27,3,"4,394",15
088/04/02,35,25,15,26.6,-1,"5,579",27
088/04/03,33,23,12,23,-14,"6,522",17
088/04/04,30,20,10,21.9,-5,"8,799",35
088/04/07,30,20,10,21.6,  -  ,"8,464",  -  
088/04/08,32,22,10,18.9,-13,"7,456",-12
088/04/09,25,18,7,16,-15,"8,844",19
088/04/10,25,16,7,17.2,7,"10,710",21
088/04/12,23,15,6,15,  -  ,"9,312",  -  
088/04/13,25,16,6,16.6,11,"6,588",-29
088/04/14,22,15,7,11.9,-28,"10,785",64
088/04/15,17,11,5,11.7,-2,"11,320",5
088/04/16,18,12,5,12,3,"10,162",-10
088/04/17,20,13,5,12.4,3,"8,076",-21
088/04/19,20,13,5,11.4,  -  ,"10,008",  -  
088/04/20,20,13,5,11.7,3,"9,738",-3
088/04/21,18,12,5,11.4,-3,"7,177",-26
088/04/22,18,12,6,10.8,-5,"8,337",16
088/04/23,17,11,5,10.3,-5,"11,246",35
088/04/24,16,10,4,10.7,4,"10,738",-5
088/04/26,15,10,4,8.9,  -  ,"14,586",  -  
088/04/27,13,9,4,8.5,-4,"12,784",-12
088/04/28,14,9,4,9.8,15,"10,182",-20
088/04/29,16,11,6,9.4,-4,"9,821",-4
088/04/30,16,11,6,10.7,14,"9,159",-7
088/05/01,18,13,8,14.5,36,"10,105",10
088/05/03,20,13,6,13.8,  -  ,"10,128",  -  
088/05/04,20,14,7,13.3,-4,"9,117",-10
088/05/05,20,13,6,13.8,4,"7,178",-21
088/05/06,22,16,10,15.7,14,"8,051",12
088/05/07,25,18,10,18.2,16,"5,139",-36
088/05/08,30,22,12,23.7,30,"5,260",2
088/05/09,35,25,15,27.4,16,"5,894",12
088/05/11,32,22,12,26.8,  -  ,"6,920",  -  
088/05/12,35,25,15,27.7,3,"5,957",-14
088/05/13,37,27,15,27.8,  -  ,"5,031",  -  
088/05/14,40,28,15,31.2,12,"3,421",-32
088/05/15,40,30,18,31.2,  -  ,"4,650",36
088/05/16,40,30,18,32.1,3,"7,137",53
088/05/18,36.1,27.2,14.3,26.4,  -  ,"8,114",  -  
088/05/19,35,24,12,23.9,-9,"6,716",-17
088/05/20,30,22,12,19.9,-17,"7,914",18
088/05/21,30,20,8,18.1,-9,"9,713",23
088/05/22,28,18,8,16.6,-8,"10,841",12
088/05/23,25,16,7,14.6,-12,"11,384",5
088/05/25,18,12,5,10.7,  -  ,"10,520",  -  
088/05/26,15,10,5,9.5,-11,"10,435",-1
088/05/27,15,10,4,7.5,-21,"11,293",8
088/05/28,13,8,3,6.9,-8,"15,550",38
088/05/29,17,11,5,10.3,49,"10,793",-31
088/05/30,15,10,5,9.8,-5,"14,928",38
088/06/01,12,8,4,8.1,  -  ,"15,550",  -  
088/06/02,10,7,3,8.6,6,"16,737",8
088/06/03,12,8,4,7.4,-14,"10,140",-39
088/06/04,12,8,4,8.2,11,"8,910",-12
088/06/05,13,9,5,9.7,18,"10,405",17
088/06/06,17,12,7,11.8,22,"12,645",22
088/06/07,16,11,6,11.2,-5,"14,360",14
088/06/09,15,10,4,8.3,  -  ,"12,275",  -  
088/06/10,12,8,4,7.1,-14,"12,085",-2
088/06/11,12,8,4,7,-1,"12,440",3
088/06/12,12,8,4,7.4,6,"10,255",-18
088/06/13,15,10,5,9.1,23,"8,240",-20
088/06/14,15,10,5,10.6,16,"9,430",14
088/06/15,15,10,5,9.9,-7,"10,124",7
088/06/16,15,10,5,8.5,-14,"11,947",18
088/06/17,12,8,4,7.6,-11,"11,250",-6
088/06/18,16,11,5,10.4,37,"11,050",-2
088/06/21,12,8,4,7.6,  -  ,"16,770",  -  
088/06/22,11,7,3,6.8,-11,"15,385",-8
088/06/23,12,8,4,7.9,16,"13,854",-10
088/06/24,11,7,3,6.9,-13,"19,273",39
088/06/25,12,8,4,7.9,14,"11,680",-39
088/06/26,12,8,4,8.2,4,"11,933",2
088/06/27,15,11,7,10.4,27,"10,595",-11
088/06/28,16,11,6,11.4,10,"9,015",-15
088/06/29,20,14,8,14.7,29,"12,767",42
088/07/01,16,12,8,11.2,  -  ,"13,060",  -  
088/07/02,16,11,6,9.2,-18,"14,010",7
088/07/03,13,9,5,9.3,1,"13,320",-5
088/07/04,18,12,6,12.8,38,"10,362",-22
088/07/05,18,12,6,11.7,-9,"12,674",22
